Name,AVG - Sterne,Zahl der Kommentaren,Adresse,Sterne,Kommentare,Datum,Likes
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I was operated on February 1st, 2018 by Dr.Krukenberg on the foot (Hallux Valgus), everything went great, I was very afraid of the operation, the anesthetic team took me in really well and took the fear away Thank you, LG to everyone I got to know in the clinic, I felt very well cared for, the food was great, the sisters were also very friendly and helpful, the view from my room was also nice.

(Original)
Ich wurde am 1.2.18 von Dr.Krukenberg am Fuß operiert(Hallux Valgus)es ist alles super gelaufen,ich hatte vor der OP sehr große Angst,das Narkoseteam hat mich super aufgenommen und mir die Angst genommen Danke,LG an alle die ich in der Klink kennen lernen durfte,ich habe mich sehr gut aufgehoben gefühlt,Essen super,die Schwestern waren auch sehr freundlich und hilfsbereit,der Ausblick aus meinem Zimmer war auch schön.",3 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I have been to many hospitals, never had such a good care. I was impressed by the perfect hygiene, the friendliness of the doctors and all the others who tried to take away my pain. I have never felt so well cared for and I would like to thank all the doctors very warmly.

(Original)
Ich war schon in vielen Krankenhäusern, noch nie hatte ich eine derart gute Versorgung   Sehr beeindruckt hat mich die perfekte Hygiene  , die Freundlichkeit von den  Ärzten und allen anderen , die bemüht waren,  mir meine Schmerzen zu nehmen. Ich habe mich noch nie so gut aufgehoben gefühlt und möchte hier allen Behandlern sehr herzlich danken.",2 years ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Can unfortunately only a star forgiven because unfortunately it was not as I imagined everything.
Had on Op Day at 12 clock appointment and my Op took place at 16 clock only.

I booked extra a 2 bed room and took the extra cost so that I have my peace after my Op and can recover, but unfortunately I ended up in a room where you could not find peace, because at noon, the children directly in front played football in the window and in the afternoon until evening it went on with adult basketball, so you could only dream of recovery and my room neighbor was unfortunately very restless.

Of the nurses came unfortunately no understanding and you were already at its limits.

I will never let anything be done here.

(Original)
Kann leider nur einen Stern vergeben weil es lief leider nicht so wie ich mir das alles vorgestellt habe.
Hatte am Op Tag um 12 Uhr Termin und mein Op fand um 16 Uhr erst statt.

Habe mir extra ein 2 Bett Zimmer gebucht und habe die extra Kosten auf mich genommen damit ich nach meinem Op meine Ruhe habe und mich erholen kann ,aber leider landete ich in einem Zimmer, wo man keine Ruhe fand, weil Mittags haben die Kinder direkt vor dem Fenster Fußball gespielt und Nachmittags bis Abends ging es mit Erwachsenen Basketball weiter, sodass man von  Erholung nur träumen konnte und meine Zimmer Nachbarin war leider auch sehr unruhig.

Von den Krankenschwestern kam leider auch kein Verständnis und man kam schon an seinen Grenzen.

Werde niemals irgendetwas hier machen lassen.",a year ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I am very excited!
From admission to discharge I can only report positive. Whether anesthesia, Op, carers ..
A big thank you to Dr. med. Trübenbach !! He operated on me the second time.

(Original)
War/bin ganz begeistert!
Von der Aufnahme bis zur Entlassung  kann ich nur positives berichten. Egal ob Anestesie,  Op, Pfleger/innen..
Ein grosser Dank geht an Dr. Trübenbach!! Er hat mich das zweite Mal operiert.",a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Top hospital thank you

(Original)
Top Krankenhaus danke",3 months ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Unfortunately, I can only rate with one star because everything went very uncoordinated and chaotic.

Before the op with inpatient stay, it is known to get into his room and can prepare accordingly.
Wrong thought one is stuck in the ""recovery room"", yes read correctly.
So that you change there and then pushed directly into the op.
When I was instructed by a sister that I should take off my clothes and I said that everything seems rather suspicious to me and therefore I would like to have some privacy, a curtain was drawn and something whispered in the beard ,

Next it went to the anesthesia where I felt 20 min lay and no one gave me even the slightest feeling that I would be in good hands.

The sisters on the station with two exceptions were completely annoyed and have shown that too. Associations should be changed directly, when you should take the drugs on the cupboard you have to know yourself.

Finally, I will never have surgery in this hospital again and I can not recommend it.
You do not feel like a human, but rather like a piece of meat, humanity is very far away.

(Original)
Leider kann ich nur mit einem Stern bewerten da alles sehr unkoordiniert und chaotisch ablief.

Vor der op mit stationären Aufenthalt, kommt man bekanntlich in sein Zimmer und kann sich da entsprechend vorbereiten.
Falsch gedacht man wird in den ""aufwachraum"" gesteckt, ja richtig gelesen.
Damit man sich dort umzieht und dann direkt in den op geschoben wird.
Als ich von einer Schwester angewiesen fast schon angefaucht wurde, das ich mich ausziehen solle und ich darauf hin meinte das mir das alles gerade etwas suspekt vor kommt und ich daher doch gerne ein wenig Privatsphäre hätte, wurde ein Vorhang zugezogen und irgendwas in den Bart genuschelt.

Weiter ging es dann bei der Narkose wo ich gefühlte 20 min lag und keiner mir auch nur ansatzweise das Gefühl gegeben hat das ich in guten Händen wäre.

Die Schwestern auf der Station bis auf 2 Ausnahmen waren komplett genervt und haben das auch gezeigt. Verbände sollte man direkt selber wechseln, wann man die Medikamente die auf dem Schrank stehen nehmen soll muss man auch selber wissen.

Schlussendlich werde ich mich nie wieder in diesem Krankenhaus operieren lassen und kann es auch nicht empfehlen.
Man fühlt sich nicht wie ein Mensch sondern eher wie ein Stück Fleisch, Menschlichkeit ist da sehr weit entfernt von.",a year ago,4
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) At the moment I am here for 10 days for pain therapy. Can only say positive things. A huge compliment and a big thank you goes to the entire team from Station 2 West. You are awesome 💞🌹

(Original)
Bin im Moment 10 Tage hier zur Schmerztherapie.  Kann nur positives berichten.  Ein riesiges Lob und dickes Dankeschön geht an das komplette Team von Station 2 West. Ihr seid der Hammer 💞🌹",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) I am in the clinic for pain therapy for 10 days next month.
My question is the single room?
And what is meant by multi-modal pain therapy?
Best regards
Simone

(Original)
Ich bin nächsten monat für 10 Tage in dieser klinik zur Schmerztherapie.
Meine Frage sind das einzel zimmer?
Und was versteht man unter multi modale Schmerztherapie?
Herzliche Grüße
Simone",a year ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) seven out of five stars !!!!!!!

PROS
=====
very patient-oriented
top team
extremely competent
efficient

COS
====
no wellness area
no smoking rooms
no valet parking
no entertainment package

(Original)
sieben von fuenf Sternen!!!!!!!

PROS
=====
sehr patientenorientiert
top Team
extrem kompetent
effizient

COS
====
kein Wellnessbereich
keine Raucherzimmer
kein Valet-Parking
kein Entertainment-Paket",a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) The recording again a disaster, one is ordered to 10.00 clock, and I sit again for 2.5 hours without what happens.
3 times in this clinic and always the same. No one has the plan. Waiting area as in a station hall, there was probably the interior designer broken.

(Original)
Die Aufnahme wieder eine Katastrophe, man wird zu 10.00 Uhr bestellt, und ich sitze schon wieder 2,5 Stunden ohne das was passiert.
3 Mal in dieser Klinik und immer das selbe.Keiner hat den Plan. Wartebereich wie in einer Bahnhofshalle, da war wohl der Innenarchitekt kaputt.",2 years ago,6
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) I was not a personal patient. A friend of mine. The Op should start at 14 o'clock. He had to wait another 3 hours. There was also no sedative tablet with the statement that he would still have to move to the Op, then he would be too shaky on his feet. What is that please? I had some Op's in other clinics (Kassenpatient) and it was never a problem to relocate with sedatives, if you were too shaky on the legs the staff had helped !!! I do not understand that at all SORRY !!!!!
After the op tablets were ready, but no one has indicated that they are to be taken immediately. As a private patient 2 bed room.

(Original)
Ich war nicht persönlich Patient. Ein bekannter von mir. Die Op sollte um 14 Uhr starten. Er musste noch 3 Std. warten. Es gab auch keine Beruhigungstablette mit der Aussage er müsse sich ja noch umbetten zur Op, dann wäre er zu wackelig auf den Beinen. Was ist das denn bitte? Ich hatte einige Op's in anderen Kliniken (Kassenpatient) und es war nie ein Problem sich umzubetten mit Beruhigungsmitteln, wenn man zu wackelig auf den Beinen war hatte das Personal schon geholfen!!! Das verstehe ich überhaupt nicht SORRY!!!!!
Nach der Op lagen Tabletten bereit, allerdings hat keiner daraufhingewiesen, dass diese sofort einzunehmen sind. Als Privatpatient 2 Bettzimmer.",a year ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I've been to hospitals far too often, but I've never been looked after so wonderfully. Organization before the operation was sensational, the care afterwards 1A. If I should have a choice in the future, I just wanted to be treated here!
ADDENDUM: Another (outpatient) operation went like clockwork. I didn't feel uncomfortable for a second. Everyone is experienced and experienced without ever forgetting the human!

(Original)
Ich war schon viel zu oft in Krankenhäusern, aber nie wurde ich so wunderbar versorgt. Organisation vor OP war sensationell, die Pflege danach 1A. Sollte ich in der Zukunft die Wahl haben, wollte ich nur hier behandelt werden!
NACHTRAG: auch eine weitere (ambulante) OP lief wie am Schnürchen. Keine Sekunde fühlte ich mich unwohl. Alle sind erfahren und routiniert, ohne je das Menschliche zu vergessen!",a year ago,4
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Dreadful. Even though we had an appointment we had to wait almost 3 hours. The lady at the front desk said it was normal.
For me it is not normal that you have to wait soooooo long with an appointment.

Addendum: The OP didn't bring anything at all. Meanwhile I have the feeling that everyone is offered an operation by default. !!
Definitely get a second or even a third opinion before you let yourself be persuaded to have an operation.

(Original)
Schrecklich. Obwohl wir einen Termin hatten mussten wir fast 3 Stunden warten. Die Dame an der Rezeption meinte, es sei normal.
Für mich ist es nicht normal das man mit Termin soooooo lange warten muss.

Nachtrag: Die OP hat überhaupt nichts gebracht. Mittlerweile hab ich das Gefühl das jedem erstmal standardmäßig eine Operation angeboten wird.!!
Holt euch definitiv eine zweite oder sogar dritte Meinung ein, bevor ihr euch zu einer OP überreden lässt.",a month ago,3
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",3,"(Translated by Google) I wasn't there myself, but I give my experiences here. The behavior of the staff can still be improved. The building is new, so everything in the room is up to date. Calling the tablet PC a television is inappropriate. Because it was difficult to use and the picture was bad. My mother was there a longer time, a baker with no kiosk area where you can't get magazines or other things. Since there is nothing in the vicinity where you can buy something, this is incomprehensible. 🤔

(Original)
Ich bin zwar nicht selber drin gewesen, aber gebe hier meine erlebtes zu Wort. Das Verhalten des Personals ist noch Ausbaufähig. Das Gebäude ist neu, somit alles im Zimmer aktuell. Den Tablet-PC als Fernsehen zu bezeichnen passt nicht. Da dieser schlecht zu bedienen und das Bild schlecht war. Meine Mutter war länger dort, ein Bäcker ohne Kioskbereich, wo man keine Zeitschriften oder andere Sachen bekommt. Da es auch nichts in der Nähe gibt, wo man etwas kaufen könnte, ist dies nicht zu nachvollziehen. 🤔",2 years ago,5
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) So, just back from noses op, I found the care and staff very professional, nice and friendly, the beds was 2 beds room, with television via an app, 👍, very quiet no loud noises or disturbances, so for me it was great.

Thanks to the whole team.

(Original)
Also , gerade züruck von Nasen op , ich fand die Betreuung und Personell sehr professionell, nett und freundlich, die Betten war 2 Betten Zimmer , mit Fernsehen über ein App , 👍 , sehr ruhig keine lauten Geräuschen oder Störungen, also für mich wars top .

Danke an gesamten Team .",a year ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) I'm not a friend of such houses ... BUT there are exceptions .. The Sophienklinik am Bischofholder Damm, 2nd floor is first cream. There are ""document beds"" The ""sisters"" are nice, try to do everything, what is possible ... Thank you very much. The doctors are and will remain just a people for themselves, but here was the treated doctor well ..
The Wi-Fi is good, the possibilities ok, 1 device is available, free.

(Original)
Ich bin kein Freund von solchen Häusern... ABER es gibt auch Ausnahmen.. Die Sophienklinik am Bischofholder Damm, 2. Stock ist erste Sahne. Es sind ""Belegbetten"" Die ""Schwestern"" sind nett,  versuchen alles zu machen, was geht... Herzlichen Dank. Die Ärzte sind und bleiben eben ein Volk für sich, dennoch war auch hier der behandelne Arzt gut..
Das W-Lan ist gut, die Möglichkeiten ok, 1 Gerät ist nutzbar, Kostenlos.",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Very friendly staff, nice and clean.

(Original)
Sehr freundliche Personal, schön sauber.",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Very modern clinic, very clean. Good food and great care by the nursing staff on the station 1 East. Particularly noteworthy the very nice anesthesiologist team and the great after-care of the ""boys"" from the recovery room, the various electric blankets were heavenly :-)

(Original)
Sehr moderne Klinik, sehr sauber. Gute Verpflegung und tolle Betreuung vom Pflegepersonal auf der Station 1 Ost. Besonders erwähnenswert das sehr liebe Anästhesistinnen-Team und die tolle Nachsorge der ""Jungs"" vom Aufwachraum, die diversen Heizdecken waren himmlisch :-)",2 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",4,"(Translated by Google) A great concept. From admission to inpatient treatment. It was received on fears and wishes. The desire to get nothing from the operation despite spinal anesthesia was completely fulfilled. There was a relaxed peace and the feeling that no one has stress. The food tasted very good. Also after 14 o'clock was asked what you want to eat and has received requests.
There is a deduction because the anesthetist did not mention the risks in the discussion. Only on demand was it mentioned that the risk of a cross-sectional paralysis could exist ... Find that at least this risk could have been mentioned once.

(Original)
Ein großartiges Konzept. Von der Aufnahme bis zur stationären Behandlung. Es wurde auf Ängste und Wünsche eingegangen. Der Wunsch trotz Spinalanästhesie nichts von der OP mit zu bekommen, wurde vollständig erfüllt. Es herrschte eine entspannte Ruhe und das Gefühl, dass keiner Stress hat. Das Essen hat sehr gut geschmeckt. Auch nach 14 Uhr wurde angefragt was man essen möchte und ist auf Wünsche eingegangen.
1* gibt es Abzug, weil bei dem Aufklärungsgespräch die Anästhesieärztin die Risiken nicht erwähnt hat. Erst auf Nachfrage wurde erwähnt, dass das Risiko einer Querschnittslehmung bestehen könnte... Finde, dass man wenigstens dieses Risiko einmal erwähnt hätte können.",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) The operation went well. The rooms were good, but the nursing staff is an impertinence. Some of them don't understand German or don't read the information about allergies, as it happened to me.

(Original)
Die OP ist gut verlaufen .Die Zimmer waren gut,aber das Pflegepersonal ist eine Zumutung.Zum Teil verstehen sie kein Deutsch oder lesen den Hinweis auf Allergien nicht,so wie es mir passiert ist.Da sollte sich was dran ändern.",3 years ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Very large.

(Original)
Sehr groß.",a year ago,2
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) The sisters and doctors are extremely friendly, the food is fresh, healthy and tasty and everything is modern and nice. It feels good

(Original)
Die Schwestern und Ärzte sind extrem freundlich, das Essen ist frisch, gesund und lecker und alles ist modern und schön. Man fühlt sich gut aufgehoben",2 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) Since Monday, 04.02.2019 in the new Sophie.
Here is the first report.

Reception and registration despite Monday rush.
Waiting times shorter compared to many medical practices.
Between reception and registration, a numbering system is displayed on the wall so that you can estimate the waiting time in the cafeteria.
Unfortunately, there are no other seats nearby. However, there seems to be no need to eat in the cafeteria.
Staff at reception and registration as well as at the station (even after the shift change) invariably very friendly and helpful!

Pleasing and amusing: Free Wi-Fi.

For the Hotspotanmeldung you have to agree to the terms of use.
Here is an excerpt from the same from 04.02.2016

Terms and conditions
The operator is the company Mustermann GmbH based in Mustergasse 1 A -
1234 model city presents in the context of its technical operational and
economic possibilities the customer with a wlanfähigen terminal
Free internet access available.

Funny, right? Unfortunately nobody ever reads.

Also praiseworthy: Who does not bring their own wlanfähiges device can against
a fee of € 2 per day to borrow a tablet computer incl desk bracket.
Headphones are offered for sale for € 3.- for sale.

More soon

Continuation of my review from 04.02.2019

It stays at 5 stars on the second day.

Room (can only judge one thing):
Bright and spacious with large windows, 3 beds electrically adjustable,
Wall sockets, standard but practical clinic bedside table.
1 lockable cabinet with double door for each patient.
One of three was the key.
4 hangers in the closet and enough space for a little more luggage.
Especially commendable the built-in, free, easy
Safe to use with numeric code.
Small work table for doctor and nursing staff with disinfection dispenser.
1 table about 90x90cm and 3 chairs complete the decor.
From the room through a door separated the bathroom with shower behind glass.
Beside the washbasin soap and disinfection dispenser.

meals
First I would like to clarify: Full score for the food.
The meals delivered by a caterer about 2 hours before the date of issue are brought to temperature before being distributed and served hot.
Cash patients can choose between 3 variations daily.
Choice and quality are outstanding.
The menu is repeated every 3 weeks.
Notice for the current week is available but hard to find.
Could one possibly publish on the Internet or attach at least clearly visible. The offered food selection also for cash patients really does not need to hide.
The nice lady, who takes the order of every patient every day, will definitely not get rid of her job.
The anticipation of fresh bread baked in the house was premature.
For breakfast, the rolls were cold and not a bit crunchy.
But that is not enough for star deduction because not only different bread rolls but also various delicious breads are offered on request.

(Original)
Seit Montag, 04.02.2019 in der neuen Sophie.
Hier der erste Erfahrungsbericht.

Empfang und Anmeldung trotz Montagsansturm zügig.
Wartezeiten kürzer im Vergleich mit vielen Arzpraxen.
Zwischen Empfang und Anmeldung wird ein Nummernsystem an der Wand angezeigt sodass man in der Cafeteria wartend in etwa die Wartezeit einschätzen kann.
Leider sind in der Nähe keine weiteren Sitzgelegenheiten. Allerdings scheint es auch keinen Verzehrzwang in der Cafeteria zu geben.
Mitarbeiter an Empfang und Anmeldung wie auch auf der Station (auch nach dem Schichtwechsel) ausnahmslos sehr freundlich und hilfsbereit!

Erfreulich und erheiternd: Kostenloses Wlan.

Für die Hotspotanmeldung muß man den Nutzungsbedingungen zustimmen.
Hier ein Auszug aus denselben vom 04.02.2016

Allgemeine Nutzungsbedingungen
Der Betreiber das Unternehmen Mustermann GmbH mit Sitz in Mustergasse 1 A -
1234 Musterstadt stellt im Rahmen seiner technischen betrieblichen und
wirtschaftlichen Möglichkeiten dem Kunden mit einem wlanfähigen Endgerät
einen kostenlosen Zugang zum Internet zur Verfügung.

Lustig, nicht wahr? Liest leider vermutlich nie jemand.

Ebenfalls lobenswert: Wer kein eigenes wlanfähiges Gerät mitbringt kann gegen
eine Gebühr von € 2 pro Tag einen Tabletcomputer incl Tischhalterung ausleihen.
Kopfhörer werden preiswert für € 3.- zum Kauf angeboten.

Mehr in Kürze

Fortsetzung meiner Bewertung vom 04.02.2019

Es bleibt bei 5 Sternen auch am zweiten Tag.

Zimmer (kann nur eines beurteilen):
Hell und geräumig mit großen Fenstern, 3 Betten elektrisch verstellbar,
Wandsteckdosen, üblicher aber praktischer Klinik-Nachttisch.
1 abschliesbarer Schrank mit Doppeltür für jeden Patienten.
Bei einem von dreien steckten die Schlüssel.
4 Kleiderbügel im Schrank und genügend Platz auch für etwas mehr Gepäck.
Besonders lobenswert der eingebaute, kostenlose, einfach
zu bedienende Safe mit Zahlencode.
Kleiner Arbeitstisch für Arzt und Pflegepersonal mit Desinfektionsspender.
1 Tisch ca 90x90cm und 3 Stühle runden die Einrichtung ab.
Vom Zimmer durch eine Tür abgetrennt die Nasszelle mit Dusche hinter Glas.
Neben dem Waschbecken Seifen- und Desinfektionsspender.

Mahlzeiten
Vorab möchte ich klarstellen: Volle Punktzahl für das Essen.
Die von einem Caterer ca 2 Std vor Ausgabe gelieferten Mahlzeiten werden vor dem Verteilen auf Temperatur gebracht und heiß serviert.
Kassenpatienten können täglich zwischen 3 Variationen wählen.
Auswahl und Qualität sind hervorragend.
Die Speisekarte wiederholt sich alle 3 Wochen.
Aushang für die aktuelle Woche ist vorhanden aber schwer zu finden.
Könnte man evtl im Internet veröffentlichen oder zumindest deutlich sichtbar anbringen. Die gebotene Speisenauswahl auch für Kassenpatienten braucht sich wirklich nicht verstecken.
Die nette Dame, die täglich von jedem Patienten die Bestellung aufnimmt,wird dadurch bestimmt nicht ihren Job los.
Die Vorfreude auf frische im Haus gebackene Brötchen war verfrüht.
Zum Frühstück wurden die Brötchen kalt und kein bischen knusprig serviert.
Das reicht aber nicht zum Sterneabzug da auf Wunsch nicht nur verschiedene Brötchen sondern auch verschiedene  leckere Brotsorten angeboten werden.",2 years ago,3
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I was super skinny on the left shoulder surgery, nursing staff, anesthetists, doctors, just great.
I felt very well looked after.
lg

(Original)
Ich wurde an der Linken Schulter Op.alles super verlaufen,Pflege Personal, Anästhesie, Ärzte,einfach toll.
Ich fühlte mich sehr gut aufgehoben.
Lg",2 years ago,0
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Monday should be the surgery, today for a preliminary talk. The appointment was at 10.45 clock, announced on time and then waited for 3 hours - short conversation and now I'm already waiting to talk to the ward doctor. Thank you that you could have solved something else.
- No you can come back later
- No newspapers
- No way to get the time
Only a bakery (staff friendly) with course overpriced prices. (Usual in the KH)
But with meanwhile nearly 4 hours waiting time (despite appointment) simply sad. Hope the days after the operation are better

(Original)
Montag soll die OP sein , heute zum Vorgespräch. Der Termin war um 10.45 Uhr , pünktlich angemeldet und dann leider 3 Stunden gewartet - kurzes Gespräch und jetzt warte ich bereits wieder um mit dem Stations Arzt zu sprechen . Danke das hätte man anderes lösen können .
- Kein sie können später wieder kommen
- Kein Zeitungen
- Keine Möglichkeiten die Zeit rumzukriegen
Nur ein Bäcker ( Personal freundlich) mit natürlich überteuerten Preisen . ( Im KH üblich )
Aber bei mittlerweile fast 4 Stunden Wartezeit ( trotz Termin ) einfach traurig . Hoffe die Tage nach der OP verlaufen besser",2 years ago,5
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) I have some language barriers (see also other reviews here in this forum), ignorance of the type of planned surgery and lack of insight in the questionnaire for pre-existing diseases / allergies, etc. filled out by me in the preliminary interview for a planned sinus lift surgery next week insecure.

(Original)
Mich haben beim Vorgespräch für eine geplante Sinuslift OP in der kommenden Woche gewisse Sprachbarrieren (s. auch andere Rezensionen hier in diesem Forum), Unkenntnis der Art der geplanten OP und mangelnde Einsichtnahme in den von mir ausgefüllten Fragebogen zu Vorkrankungen/Allergien etc. nicht wenig verunsichert.",a year ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",2,"(Translated by Google) The station 1 East is really great with the sisters. What I do not think is healthy at all is the beds. After my Op I had to sleep on my back because my leg had to be immobilized in a splint. The bed was so uncomfortable that I had insane coccyx pain the next morning. Something urgently needs to be changed. The food for breakfast and dinner was ok. Unfortunately, lunch left something to be desired. Also in terms of room facilities, there is still room for improvement. One should consider whether one does not prefer to install Tv's, because not everyone has a tablet or wants to lend extra for one. What I have to praise is the built-in bakery. Super delicious and very nice service.

(Original)
Die Station 1 Ost ist mit den Schwestern echt super. Was ich allerdings überhaupt nicht gesundheitsfördernd finde,sind die Betten. Nach meiner Op musste ich ,da mein Bein in einer Schiene ruhig gestellt werden musste ,auf den Rücken schlafen. Das Bett war so unbequem, das ich am nächsten Morgen wahnsinnige Steißschmerzen hatte.  Da müsste dringend was geändert werden. Die Verpflegung was Frühstück und Abendessen angeht war ok. Mittagessen ließ leider zu wünschen übrig. Auch was die Zimmerausstattung betrifft ,ist noch Luft nach oben. Man sollte sich überlegen ob man nicht doch lieber Tv's anbringt ,denn nicht jeder hat ein Tablet oder will sich extra dafür eins leihen. Was ich loben muss ist die eingebaute Bäckerei. Super lecker und sehr nette Bedienung.",2 years ago,1
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",1,"(Translated by Google) Unfortunately, I have been in many hospitals in my life .... But I have never seen such a hospital ... built in 1955 ... but it looks like it was built before the war ... Rooms are so small you can tell NOT even the bedside table can make .. You do not want to open, because they are totally dirty and dirty .... Toilets and bathroom in the hallway and you share this with 23 patients
must .... Also the therapy! A joke....
That even the doctors transfer patients to such a facility is a joke.
The health insurance should not pay for such a derecksloch ...
It is an imposition ...
Now I have to go back to the practice for a syringe in the shoulder ... Since it is sterile there 😂😠😨 .....

(Original)
Ich war leider in vielen Krankenhäuser in meinem Leben....Aber so ein Krankenhaus habe ich noch nie gesehen ...gebaut 1955 ...sieht aber aus als wenn es vor dem Krieg erbaut wurde...Zimmer sind so klein das man NICHT mal die Nachttisch auf machen kann..Die man auch nicht öffnen will , da sie total versifft u dreckig sind ....Toiletten u Bad im Flur und man diese mit 23 Patienten teilen
muss ....Auch die Therapie! Ein Witz....
Das überhaupt die Ärzte Patienten in so eine Einrichtung überweisen ist ein Witz .
Die Krankenkassen sollten für so ein derecksloch nicht bezahlen ...
Es ist eine Zumutung...
Jetzt muss ich noch mal in die Praxis um ein spritze in die Schulter zugekommen...Da es dort steriler ist 😂😠😨 .....",4 years ago,3
Sophienklinik GmbH,3.9,116,"Bischofsholer Damm 160, 30173 Hannover",5,"(Translated by Google) I can only say: very nice staff, friendly, attentive and helpful.
Whether on the ward or in the administration.
Also from the cleanliness in the entire building, impeccable.
Also great in the operating room.
It felt like a big family.
Have completely taken away my fear.
Hats off to the medical team too.
Was there in-patient treatment for a rotator cuff tear.
Thanks to my doctor Dr. Haase.
Everything went well.
Thank you

(Original)
Ich kann nur sagen: Sehr nettes Personal.Freundlich Aufmerksam zuvorkommen.
Egal ob auf Station oder in der Verwaltung.
Auch von der Sauberkeit im gesamten Gebäude,tadellos.
Auch im OP toll.
Kam mir vor wie in einer großen Familie.
Haben mir meine Angst komplett genommen.
Auch das Ärzte Team  Hut ab..
War dort wegen Rotatorenmanschettenriss dort stationär in Behandlung.
Danke an meinen Arzt Dr. Haase.
Alles bestens verlaufen.
Danke",2 years ago,2
