names,reviews,ratings
Asklepios Fachklinikum Tiefenbrunn,ich war in mehreren kliniken  und ich wurde immer zu früh entlassen  hier habe ich verlängerung bekommen  denn in dieser klinik geht es nicht um schnell sein  sondern sich zeit lassen für die probleme die man hat man wird hier sehr ernst genommen,6
Asklepios Fachklinikum Tiefenbrunn,ich bin sehr unzufrieden beim erst gespräch werden dinge besprochen die dann doch nicht eingehalten werden die ärztin verlangte dinge von mir die ich nicht versprechen konnte und deshalb mich am anreiseteig mich gleich wieder heim schickten da sie unter den bedingungen mich nicht aufnehmen diese dinge hatte ich beim erst gespräch erwähnt und meine betreuerin war dabei nun beim gespräch am ersten tag verlangte sie diese dinge dass ich die kann obwohl ich deshalb in die klink bin eines dieser dinge war zb ich mich auch vom ersten tag ab mich auch männlichen personal anvertrauen soll was ich nicht kann und dies auch mitgeteilt hatte beim erst gespräch  das waschbecken ist mit im zimmer offen nicht seperat und zimmer könnten auch größer sein,0
Asklepios Fachklinikum Tiefenbrunn,mein aufenthalt hier ist schon 46 jahre her damals nicht im privatbesitz deshalb lässt mein  bericht sich wohl kaum auf die heutige klinik anwenden  ich möchte ihn aber trotzdem veröffentlichen da er evtl für zukünftige patienten hilfreich sein kann das medizinische personal möchte ich durchschnittlich nennen  es ist wie in jedem beruf 10 verstehen wirklich ihr handwerk 80 sind mittelmäßig und 10 richten mehr schaden als nutzen an aber viel wichtiger als das offizielle therapieprogramm war für mich der kontakt zu den anderen patienten wir waren eine sehr diverse aber äußerst solidarische gemeinschaft wie ich sie sonst nirgends gesehen habe  diese erfahrung hat mich vielleicht nicht geheilt aber aus dem schwarzen loch gerissen in dem ich vorher steckte und von da an konnte ich mein leben wieder in die eigenen hände nehmen  gut waren auch viele begleitende angebote wie sport oder kunsthandwerk und sogenannte arbeitsversuche der bei mir immerhin später zu einem bezahlten job geführt hat meine goldmedaille fürs personal geht an den damaligen sehr einfühlsamen sportlehrer ua hat er eine äußerst nette silvesterparty organisiert,4
Asklepios Fachklinikum Tiefenbrunn,die haben während der sitzungen videoaufzeichnungen von mir gemacht und aussagen zu einem laufenden verfahren aufgezeichnet aus dem ich unschuldig und straffrei herausging während der sitzung bemerkte die therapeutin spitz dass das meine äußerungen jetzt wohl nicht so klug gewesen sein weil ja die kamera mitlaufe und wenn das noch jemand zu sehen bekäme ich hatte das in dem moment total vergessen ich habe nicht herausgefunden was mit dem videomaterial weiter geschieht und wer sich das noch alles ansieht hab mich auch an die oberärztin gewandt aber alle haben schwiegen und sich nur über mich aufgeregt ich war dort wegen einer angststörung habe die therapie dann abgebrochen sie hätten mir auskunft geben können aber sie hielten alles in der schwebe und wussten dass ich angst hatte   damals verstand ich das nicht aber die waren sadistisch oder deren patienten waren deren scheißegal ich tippe auf letzteres aber ich habe noch viel schlimmeres über diesen laden gehört und ich hätte auf andere hören sollen und da gar nicht erst hingehen sollen,0
Asklepios Fachklinikum Tiefenbrunn,war 16 wochen zur behandlung dort ärzte therapeuten pflegeteam und dazugehöriges personal verwaltung reinigung küche hol und bringedienst top  essen war stellenweise unzureichend in qualität und quantität wäre verbesserungswürdig um eine stabile behandlung zu bekommen benötigt man energie dabei spielt eine gute ernährung und das positive umfeld eine sehr große rolle,4
Asklepios Fachklinikum Tiefenbrunn,3 wochen habe ich mich dadurch gequält dem ganzen eine chance gegeben zum glück habe ich dann einen platz in einer anderen klinik bekommen und die therapie in tiefenbrunn abgebrochen  einzeltherapie gab es 2 mal pro woche je 25 minuten viel zu kurz um vernünftig zu arbeiten da bringt ambulante therapie mehr meine therapeutin hat teils belustigt auf aussagen reagiert völlig unprofessionell  nach der bei mir relativ langen wartezeit stand mir erneut unbestimmte wartezeit für die restlichen therapien bevor anscheinend gibt es nicht genug plätze für alle patienten eine frechheit sondergleichen an der stelle geld zu sparen bei meinem abbruch hatte ich die cotherapeuten nicht einmal kennen gelernt  die materialkosten für die ergotherapie müssen vom patienten selbst getragen werden das ist mir in den kliniken in denen ich bis jetzt war auch noch nicht untergekommen aber soweit ist es ja nie gekommen  die pflegekräfte haben mehr interesse daran zusammen zu rauchen oder zu tratschen ich habe sie als unempathisch erlebt wenn ich mich gemeldet habe um hilfe zu bekommen und sich ausnahmsweise eine pflegekraft zu einem gespräch bequemt hat ging es mir danach noch schlechter  meistens wurde man mit den immer gleichen wenig hilfreichen sätzen abgefertigt oder einem wurden medikamente angeboten so wurde ich komplett allein gelassenund bin restlos enttäuscht abgereist,0
Asklepios Fachklinikum Tiefenbrunn,leider musste ich die therapie nach mehreren wochen abbrechen da die zustände für mich nicht mehr aushaltbar waren nach den ersten beiden anamnesewochen hatte ich maximal 35 h therapie am tag und viel freizeit dadurch hatte ich das gefühl zeit zu verlieren in der urlaubszeit mussten sich die therapeuten gegenseitig vertreten was dazu führte dass noch mehr therapien als ohnehin schon krankheitsbedingt ausfielen  es ging mir von tag zu tag schlechter ich konnte kaum noch schlafen und durch die schmerzen auch nicht mehr alle therapien mitmachen mein therapeut verschrieb mir über den gesamten zeitraum hochdosierte schmerzmedikamente obwohl ich ihn darum bat alternative therapien zu verordnen die vorberichte über bisherige behandlungen und auch die wochenberichte wurden kaum berücksichtigt wichtige therapien zur schmerzbehandlung konnten auf grund fehlender kapazitäten 2 physiotherapeutinnen für alle nicht durchgeführt werden mein therapeut meinte andere brauchen das dringender er hätte mir auch eine verordnung für einen externen physiotherapeuten ausstellen können  ich fühlte mich wie ein patient 3 klasse previta 1 klasse mehr therapien freies wlan eigener koch anderes speiseangebot eigener bereich der für alle anderen nicht zugänglich war etc wichtigedurchsetzungstarke patienten der anderen stationen 2 klasse mehr therapien wünsche wurden berücksichtigt eigene aktivitäten waren nicht erwünscht da die freie zeit zum nachdenken genutzt werden sollte  jetzt brauche ich erst einmal eine therapie vom trauma tiefenbrunndas macht mich alles sehr wütend  meine krankenkasse zahlt eine pauschale für den gesamten aufenthalt die klinik bekommt ihr geld ob sie die therapien in vollem umfang anbietet oder nicht die wenigsten informieren ihre krankenkassen über ausfälle da es kaum bekannt ist das wird meines erachtens auf kosten der patienten voll ausgenutzt viel geld verdienen mit minimalem aufwandausstattungpersonal,0
Asklepios Fachklinikum Tiefenbrunn, ,2
Asklepios Fachklinikum Tiefenbrunn,hier steht leider der gewinn und nicht der patient im vordergrund  sanierungsmaßnahmen während des laufenden betriebs staub und lärmbelästigung ruhezeiten wurden nicht eingehalten  viel therapieausfall durch urlaub und krankheit  therapiepläne werden nicht an die psychischen und physischen bedürfnisse der patienten angepasst patienten müssen ihre pläne jede woche selbst kontrollieren und therapien einfordern  probleme im umgang mit anderen patienten müssen die patienten selbst lösen  keine hilfe zur selbsthilfe  schädlingsbekämpfung bettwanzenbefall die reinigung sämtlicher kleidungsstücke nach behandlung durch schädlingsbekämpfungsmittel mussten die patienten selbst vornehmen  patientensicherheit ist nicht gewährleistet  die verpflegung ist einseitig  kein wlan kein sommerschwimmbad  wie auf der homepage angekündigt,0
Asklepios Fachklinikum Tiefenbrunn,im mai 2019 nach mehreren monaten wartezeit endlich zum vorgespräch geladen worden ich wollte als stabilisierungsmaßnahme endlich eine stationäre therapie machen um mein anspruchsvolles studium durchzuhalten die behandelnde ärztin schien anfangs nett ich hatte aber den starken eindruck dass wir nicht auf einen gemeinsamen nenner kamen weil sie zumindest auf mich recht naiv wirkte das gespräch enttäuschte mich schließlich total weil sie sich von ihrer auffassung ich hätte in erster linie ein essproblem das ich sicherlich habe nur steht das nicht im mittelpunkt und ist eher begleiterscheinung eines anderen problems nicht abbringen ließ und die restlichen punkte konsequent ignorierte ihrer aussage nach dürfte ich gerne erneut wiederkommen wenn ich mein essproblem in den griff bekommen hätte auf meine antwort dass mir die zeit davon laufen würde bekam ich lediglich gesagt dass sie ja momentan auch eine patientin hätte die während der therapie ihren bachelor in sozialer arbeit gemacht hat ich musste mich wirklich zusammenreißen um keinen lachkrampf zu bekommen im endeffekt bin ich insgesamt 250 km in der prüfungsphase gefahren um mir dinge mitteilen zu lassen die wir auch hätten am telefon besprechen können des weiteren wurde ein befundbericht an meine hausarztpraxis geschickt obwohl ich auf dem vorher zugeschickten fragebogen zum datenschutz explizit erwähnt habe dass das nicht geschehen soll und lediglich mein psychiater den befundbericht bekommt man muss kein verwaltungsjurist sein um zu begreifen dass das nicht in ordnung ist und die sache wird sicherlich ein nachspiel haben ich lasse mich jetzt in der klinik dr fontheim in liebenburg bei salzgitter behandeln wo mein anliegen die therapie möglichst vor der großen prüfungsphase abzuschließen ernstgenommen wurde und ich innerhalb von 4 wochen einen platz auf einer station bekam deren eigentliche wartezeit 8 monate beträgt daran könnte sich asklepios durchaus ein beispiel nehmen,0
Asklepios Fachklinikum Tiefenbrunn,ich war für 14 wochen im schwidderhaus der psychosomatischen abteilung untergebracht und kann rückwirkend sagen dass es eine der besten entscheidungen meines lebens war in diese klinik zu gehen das fachpersonal wirkt zu großen teilen sehr kompetent und interessiert die therapieangebote finde ich echt gut und somit hat man auch mal abwechslung  dennoch hatte ich manchmal das gefühl dass einige der therapeuten nicht ganz genau wussten wie sie mit einigen problemen der patienten richtig umgehen sollen  im großen und ganzen war ich sehr zufrieden da und kann es mir auch ein zweites mal vorstellen,6
Asklepios Fachklinikum Tiefenbrunn,nach einem super aufnahmegespräch welches wirklich vielversprechend klang mussten wir bereits nach 3monaten feststellen dass es doch nicht so gut ist wie es schien schon nach der sogenannten 1sicht hat man uns informationen mitgeteilt mit denen wir unser kind dort eingeliefert hatten quasi kam nichts nennenswert neues dabei herum  ab da an war der informationsfluss mehr als ungenügend was die ärzte und therapeuten angeht wir haben mehrfach versucht zu klärenden gesprächen zu gelangen aber in diesen gesprächen sind wir mit unseren themen gar nicht zu wort gekommen  ferner wurde uns vorgeworfen emotionslos zu sein und den kind damit zu schaden keine 15minuten später waren wir zu emotional und würden dem kind damit schaden die therapeutin war meilenweit von unserem kind weg unser kind hat dort auch eher den ton angegeben was prägnante nächste schritte waren und nicht die therapeutin weil sie gar nicht in der lage war das kind richtig zu sehen im allgemeinen haben wir dort das bild erhalten dass das personal dort eher der projektion unterliegt also selber möchte dass das kind sie gern hatwas auch gut bei dem chef zu sehen war der unserem kind immer sagte wie gut er das alles macht weil man dem kind ja schließlich nicht sagen kann das und welche „fehler beobachtet werden das würde das kind ja schließlich nicht verkraften und zusätzlich das kind auf augenhöhe also partnerschaftlich unser kind war 10 und mit seiner störung unfähig konsequenzen auf sein handeln erahnen zu können behandelt wird anstelle ihm sicherheit und halt durch abgrenzung zu geben was soviel heißt dass sie verschiedene dinge dort eher verschlimmert haben,0
Asklepios Fachklinikum Tiefenbrunn,ich war in der klinik und das schon 4 mal  hatte immer kleine schritte gemacht konnte zu hause davon einiges umsetzen mein letzter aufenthalt war nicht so gut musste die therapie abbrechen und das wurde mir zum nachteil ausgelegt man teilte mir letztes mit das ich nicht mehr aufgenommen würde weil ich nicht absprachebereit wäre das war aus meiner sicht nur vorgeschoben die zimmer sind mit älteren möbel eingerichtet das pflegepersonal ist oft nicht gut gelaunt gewesen und hilfe bekam man auch nicht immer die jahre vorher hatte ich eine sehr gute therapeutin die aber die klinik verlassen hatte und mit der neuen therapeutin kam nicht klar bin enttäuscht das man mich so abserviert,0
Asklepios Fachklinikum Tiefenbrunn,sehr schlechte erfahrungen gemacht arrogante und von sich selbst überzeugte mitarbeiter insbesondere in der pflege und bei den ärzten und zum teil psychotherapeuten nicht alle gebäude und sanitäre anlagen alt und häufig auch durch mitbenutzung durch mitpatienten verschmutzt patienten werden grundsätzlich pathologisiert ärtze pfleger und zum teil psychothera verhalten sich wie bedingungslose und unfehlbare autoritäten selbstbestimmungsrecht zb in bezug auf medikamente wird wenig akzeptiert es wird psychischer druck aufgebaut nebenwirkungen werden verharmlost und auf empfindlichkeit und einbildung des patienten geschoben auszubildende übernehmen ohne aufsicht blutabnahme medikamentenstellung wobei es zu groben fehlern gekommen ist belastende zimmersituationen werden ignoriertohne eingriff geduldet es gibt entlastende gespräche die im ergebnis aber auch häufig wirkungslos bleiben auf ausnahmesituationen zb aufgrund von starken konflikten zwischen mitpatienten oder zimmerbewohnern wird mit unverständnis und ignoranz reagiert bis zur eskalation gruppentherapien entarten zum teil in der bloßstellung und abwertung anderer mitpatienten durch manche vermutlich selbstverliebte ärzte wird sehr provokant agiert vermeintliches oder auch tatsächliches fehlverhalten von mitpatienten wird zu dramatischen verfehlungen und gemeinheiten aufgebauscht je nach gruppenzusammensetzung ändert sich die atmosphäre der gruppe und damit der positive negative einfluss der gruppenpsychotherapien auf bestimmte patienten so dass therapieerfolg oder  therapiemisserfolg zufällig von der gruppenzusammensetzung abhängig sind therapiepersonal greift kaum in destruktive gruppenzusammensetzungen und dynamiken ein einige empfindliche patienten oder auch anstrengende weil fordernde patienten zb in bezug auf hygiene werden zunehmend als krank und nervig abgestempelt ärtze und therapeuten sind massiv überarbeitet und arbeiten zum teil von 0800 uhr bis 2100 uhr,0
Asklepios Fachklinikum Tiefenbrunn,nach einer sehr positiven erfahrung im schwidderhaus begab ich mich wegen einer akuten krise erneut nach tiefenbrunn  wegen der kürzeren wartezeit dieses mal in die villa dort machte ich eine völlig andere sehr negative erfahrung trotz eines ausgeprägten erschöpfungszustandes stand als symptom im anmeldebogen gab man mir ein zimmer im obersten stock der villa ohne fahrstuhl  ca 100 treppen nach ganz oben  was ich nicht bewältigen konnte ich hatte bei der anmeldung angegeben einzelzimmer oder doppelzimmer sei egal da es möglichst schnell gehen sollte  nicht wissend dass es in der villa nur zwei doppelzimmer gibt trotz der dringlichkeit musste ich ca zwei monate auf einen therapieplatz warten obwohl die villa die station für kurzzeittherapie und krisenintervention ist beim ankommen erfuhr ich von meiner zimmernachbarin dass sie stark schnarcht ich weiß dass dies für mich ein ausschlusskriterium ist von dem aufenthalt im schwidderhaus war mir die regelung geläufig dass für solche fälle gilt dass schnarcher grundsätzlich in ein einzelzimmer kommen nachdem ich mitteilte dass ich weder mehrmals täglich die treppen bewältigen kann noch mit einer schnarcherin das zimmer teilen kann war die lapidare antwort es gibt keine andere option  darüber hinaus musste ich feststellen dass die sanitäranlagen verschmutzt sind die toilettenbrille von unten mit fäkalien verklebt als sei die toilette seit monaten nicht mehr ordentlich gereinigt worden  mein therapeut sollte die klinik in einer woche verlassen bekam aber noch neue klienten und zeigte sich äußerst unengagiert er hatte weder den anmeldebogen noch den entlassungsbericht gelesen und führte so das aufnahmegespräch der rest des pflegepersonals zeigte sich entweder genervt oder inkompetent so entschied ich mich nach einem tag wieder abzureisen da hier keine hilfe zu erwarten war nach lösungen wurde nicht gesucht sehr enttäuschend nach einer sehr positiven erfahrung im schwidderhaus zuvor,0
Asklepios Fachklinikum Tiefenbrunn,ich würde diese klinik niemanden weiterempfehlen viel zu viele therapieausfälle teilweise inkompetentes personal organisation miserabel essen unterirdisch,2
Asklepios Fachklinikum Tiefenbrunn,als es endlich soweit war dass mein enkelkind zustimmte das es in die klink geht war ich als oma sehr erleichtert wir hatten schon schlimme jahre hinter uns auch meine tochter war in den vergangenen jahren nicht untätig und schöpfte jedes mittel was sie greifen konnte aus mein enkelkind leidet laut klinik an verhaltens und emotionaler störungen im kindesalter sowie an störung des sozialverhalten und der emotionen es wurden aber von anderen seiten auch ein trauma angesprochen  ich war sehr begeistert von dem sommerferien angebot was sie dort für die jugendlichen auf die beine gestellt haben es ging 5 tage an die nordsee drei tage in den harz und viele angebote vor ort viele tage an denen sie ins schwimmbad gegangen sind und bestimmt noch eine ganze menge unternehmungen von denen ich nichts weiß   es gab telefonzeiten für die eltern und auch für die angehörigen für mein enkelkind waren die telefonate sehr wichtig um den druck vom kind zu nehmen dass es zu hause geliebt und vermisst wird   auch ich die oma habe regelmäßig angerufen  es gab tage da war es schwer mit dem kind zu reden da das heimweh stark durch kam je länger es da war konnte man auch über den tag mal sprechen oder auch was schlecht war  dann gab es auch noch besuchszeiten am samstag   eigentlich war es ein eltern samstag als wir  mama papa bruder und ich sie besuchten wir hatten zusammen einen wunderschönen nachmittag im schwimmbad und brachten sie zurzeit wieder in die klinik dort ist dann das passiert was nicht passieren sollte das kind wollte nicht wieder in die klinik zurück ich holte mir dann hilfe von personal tatsächlich gab es dort eine erzieherin die den draht zum kind herstellen konnte und es,2
Asklepios Fachklinikum Tiefenbrunn,ich war von 2016 bis 2017 im sonnenhaus es ist ein skandal aber im sonnenhaus wird sich nicht an die schweigepflicht gehalten jeder hört jeden die wände sind zu dünn der hammer ist das zwischen den therapeutenräumen patientenzimmer sind und ein balkon trennt durch eine glastür noch den balkon vom patientenzimmer und therapeutenraum ich habe sehr oft während meiner gespräche plötzlich mitpatienten auf dem balkon gesehen im angrenzenden raum konnte man alles mit hören wie ich auch meinen zimmernachbar immer hörte ich wurde mehrere male vom personal gefragt wie es meinem zimmernachbar geht es konnte alles beantworten sowie auch seine telefonate mithören   ich kann das ganze nur sehr schlecht bewerten da aus purer profitgier auf die schweigepflicht verzichtet wird und es kein schalldichter neubau war   ich werde nun einen anwalt fragen ob ich das der ärztekammer melden kann für den bruch der schweigepflicht kann man ins gefängnis gehen  ich werde eine anmerkung machen wenn ich erfog haben sollte,0
Asklepios Fachklinikum Tiefenbrunn,viele bewertungen über diese klinik sind sehr schlecht was ich nicht verstehen kann ich war 3 monate im wiesenhaus und mir hat es sehr weitergeholfen  die mitarbeiter sind sehr bemüht mit jedem einzelnen patienten die ärzte sind sehr kompetent das gelände ist sehr schön und toll gepflegt auch die therapie angebote sind gut   und die pläne werden individuell erstellt  die sauberkeit ist auch ok  das essen ist auch nicht so schlecht man kann sogar immer verschiedenes auswählen ich habe auch von anderen patienten aus dem wiesenhaus schwidderhaus und der birke gehört das auch sie zufrieden waren  von der zeit dort profitieren konnten   ich war schon vorher in vielen anderen kliniken diese war mit abstand die beste,6
Asklepios Fachklinikum Tiefenbrunn,das therapeutische tiefenpsychologischpsychoanalytische konzept dieser klinik ist hervorragend man trifft auf sehr kompetente ärztinnentherapeutinnen die gut vernetzt sind mit dem restlichen behandlerteam pflegeteam körpertherapeutinnen physiotherapeutinnen etc dieses konzept basiert auf eigenverantwortung  man muss für sich einstehen und für sich sorgen wer erwartet dass jemand hier die krankheit wegmacht ist sicher falsch an an diesem ort die zweiklassengesellschaft in dieser klinik ist menschenverachtendprivatpatienten wohnen in hotelähnlichem komplex mit deutlich umfangreicherer behandlung mit 3gängemenüs mineralwasser und trekkingrädern etc als kassenpatient bekommt man billigfraß vorgesetzt muss leitungswasser trinken und auf fahrrädern fahren die kurz vor dem auseinanderfallen sind schwimmbad sauna etc  alles was kaputtgeht wird nicht repariert sondern geschlossen ich war im schwidderhaus psychosomatik das auch für schmerzpatienten ist man muss leider sagen dass für schmerzstörungen es hier kaum mehr ein geeignetes angebot gibt bewegungsbad wurde ebenfalls geschlossen daher wird viel mit schmerzmitteln gearbeitet die physiotherapeutinnen sind großartig aber mit zwei halben stellen für die gesamte klinik ist das angebot deutlich zu gering man merkt auch dass viele mitarbeiterinnen sehr unter druck stehen da die personaldecke zu dünn ist wenn man bereit ist diese fragwürdigen rahmenbedingungen in kauf zu nehmen wird man vom therapeutischen konzept dieser klinik sehr profitieren können es ist nur zu befürchten dass dieses zukünftig auch leiden wird wenn die alten mitarbeiterinnen die schon vor der übernahme durch asklepios dort waren und für eine bestimmte haltung stehen langsam aus altersgründen verschwinden ich empfehle ein vorgespräch vor einem aufenthalt der regulär 12 wochen dauert um sich ein bild zu machen,4
Asklepios Fachklinikum Tiefenbrunn,ich habe die pfleger und ärzte nicht als besonders interessiert erlebt musste mir anhören das ich einfach nicht dran denken soll wenn ich negative gedanken hatte  daraufhin wollte ich einfach nur mit dem pflege personal sprechen und bekam gleich ein beruhigungsmedikament angeboten obwohl ich angesprochen hatte das ich es nicht nehmen möchte weil ich lernen wollte damit selber umgehen zu können und nicht gleich auf das medikament zurückgreifen wollte daraufhin sagte mir eine pflegerin wir hätten auch barldrian da das ist pflanzlich   trotzalledem sollte sich jeder selber davon ein bild machen,0
Asklepios Fachklinikum Tiefenbrunn,ich war bis vor wenigen wochen patient der station birke a und muss sagen was das pflegepersonal dieser station betrifft kann es nicht schlimmer kommen an der tagesordnung waren überforderte genervte und absolut unfreundliche pflegerinnen und pfleger bis auf ein bzw zwei ausnahmen  die station ist absolut nichts für empfindliche und sensible gemüter was bei der symptomatik der hier zu behandelnden patienten natürlich schwierig auszuschließen ist  gut ist wenn man mit einer ordentlichen stabilität zur therapie auf der station erscheint da diese phase der stabilisierung vom pflegepersonal übersprungen bzw schon erwartet wird und man sonst keine chance hat von den therapieangeboten zu profitieren die therapeutinnen machen ihre arbeit gut könnten aber außerhalb der therapien etwas zugängiger und weniger reserviert auftreten  hervorzuheben sind auf jeden fall die körper und bewegungstherapien sowie die ergotherapie welche von hochmotivierten und engagierten therapeutinnen durchgeführt werden die tristesse der zimmer ist kaum zu übertreffen wird aber von dem ausblick ins grüne und den sitz und liegemöglichkeiten auf der schönen terrasse und der gleich dahinter beginnenden parkanlage wieder aufgewertet die sauberkeit der zimmer wurde im laufe meines aufenthaltes  immer besser da die reinigungsfirma wechselte und die reinigungskraft erst nach und nach die dreckecken beseitigen konnte  mein fazit ist dass das konzept der klinik gut ist und man sicherlich sein therapieziel erreichen kann wenn man sich von den  stationären unwägbarkeiten nicht beeindrucken lässt,2
Asklepios Fachklinikum Tiefenbrunn,ich war das zweite mal in tiefenbrunn und bin erneut sehr zufrieden die pflegekräfte sowie die ärzte und therapeuten im schwidderhaus sind sehr engagiert und sind immer für einen da in anderen kliniken habe ich die erfahrungen gemacht dass das personal einen schnell wieder los werden möchtewas in tiefenbrunn auf keinen fall so war dort nehmen sich die mitarbeiter zeit und bei bedarf hat man eine bezugspflegekraft wo außerhalb der therapeuten gespräche stattfinden können außerdem hat es mir gefallen dass die klinik verschiedene therapien anbietet zb basketball volleyball fittnes yoga verschiedene ergotherapien verschiedene gruppentherapien physiotherapie angsttraining und noch vieles mehr außerdem gibt es eine gute busverbindung zum nächsten ort oder nach göttingen und man kann sich auch fahrräder ausleihen ich komme aus  oldenburg und es lohnt sich den weiten weg zu fahren und bei bedarf würde ich wieder dort hingehen,6
Asklepios Fachklinikum Tiefenbrunn,ich war 12 wochen im schwidderhaus und bin sehr zufrieden mit dem ergebnis sowohl die therapeuten als auch das pflegepersonal haben einen guten job gemacht krankheitsbedingte ausfälle gab es natürlich aber das sucht sich ja keiner aus essen ist nicht wirklich erwähnenswert aber man geht auch nicht nach tiefenbrunn um neue kulinarische erfahrungen zu gewinnen ich kann diese einrichtung auf jeden fall empfehlen und alle denen es so gar nicht geholfen hat sollten sich mal fragen ob es nicht vielleicht auch ein bisschen an den erwartungen lag mit denen sie nach tiefenbrunn gegangen sind,6
Asklepios Fachklinikum Tiefenbrunn,ich war zu beginn des jahres 2018 für ca 10 wochen in tiefenbrunn villa geplagt von einer akuten schweren depression existenz ängsten und völlig am boden setzte ich sehr große hoffnung in meine für mich erste stationäre behandlung   vorweg zum positiven die therapeuten der zusatztherapien erlebte ich allesamt als sehr freundlich und bemüht auch das pflegepersonal hat sich größtenteils sehr bemüht das eher weitläufige gelände und die komplette  anlage sind parkähnlich angelegt und die verschiedenen stationen befinden sich dort in unterschiedlichen gebäuden insbesondere die villa im jugendstil hat zumindest baulich einen gewissen charme wenn auch vieles mehr oder weniger der zeit überlassen wurde und nach und nach verfällt  nun zum negativen  in meinem fall wechselte nach gut 3 wochen die psychologin zu welcher ich schon etwas vertrauen gefasst hatte insgesamt vielen sehr viele anwendungen und gesprächatermine über den gesamten zeitraum für mich und die mitpatienten aus egal ob zusatztherapien aber noch schlimmer einzeltherapie i d r 2 x 30minuten die woche egal ob krankheitsbedingt grippewelle oder urlaubsbedingt ein ersatz oder backup wurde nie gestellt kostenersparnis sogar frei zugängliche angebote wie die sauna gerätetraining etc fielen immer wieder ohne vorankündigung aus sogar wenn es darum ging dass während sportlicher aktivitäten eine aufsichtsperson zugegen sein musste fand sich nie ein ersatz über wochen hatte dies u a zur folge dass der therapieplan sich auf ein absolutes minimum beschränkte ein strukturierter tagesablauf war also oft fehlanzeige und gespräche fanden nicht statt man fühlte sich einsam und sich selbst überlassen äußerte man auf nachfrage des personals dass man die häufigen langanhaltenden therapieausfälle als problematisch erachtete wurde einem vorgehalten dass die gruppendynamik auf benachbarten stationen viel positiver sei und man sich doch selbst beschäftigen könne,0
Asklepios Fachklinikum Tiefenbrunn,mit meinem 10wöchigen aufenthalt in der privatstation privita bin ich sehr zufrieden meine körperlichen und psychischen beschwerden konnten deutlich reduziert werden die begleitung des chefarztes und der oberärztin in der klärung meiner beruflichen perspektive war außerordentlich hilfreich ich habe ein starke patientenorientierung erlebt und die verständlichen gespräche liefen auf augenhöhe dies galt auch für die weiteren therapeuten  ebenso professionell haben mich die mitarbeiterinnen und mitarbeiter der pflege begleitet  die privitastation ist räumlich hervorragend und modern ausgestattet sie ist ca 23 jahre jung die gesamte klinik ist in einer vielzahl von einzelnen häusern untergebracht und befinden sich in einer großen parklandschaft diese naturverbundene unterbringung ist gold wert und bietet wunderbare einblicke in die natur   die verpflegung ist vielseitig und gut wenn man die privitaspeisekarte berücksichtigt  die anbindung an rosdorf 3km bis zu mehreren supermärkten und 7 km bis göttingen mit dem fahrradebike garantieren eine gute versorgungslage und vielfältige freizeitangebote  ich kann die privatstation uneingeschränkt empfehlen,6
Asklepios Fachklinikum Tiefenbrunn,wenn sie ihre zeit verschwenden wollen sind sie hier genau richtig  therapiekonzept was komplett veraltet ist man wird nach 12 wochen entlassen egal wie weit man fortgeschritten ist selbst patienten die noch stark suizid gefährdet sind patienten sollen ambulant stabil werden bevor sie hierher kommen   ohne witz ein reiner saftladen,0
Asklepios Fachklinikum Tiefenbrunn,ich war für 85 wochen im birkenhaus a und kann leider nur abraten dahin zu gehen die station war schmutzig es kam sogar 2x jemand um alles zu kontrollieren und dokumentieren erst danach wurde es besser   die medikamente waren häufig falsch gestellt man musste sie täglich selber kontrollieren bei beschwerden diesbezüglich bekam man zu hören das wäre eine vertretung gewesen man hätte die schrift nicht richtig lesen können oder das liege am neuen computerprogramm ausserdem hätten wir die medikamente selber zu kontrollieren  das pflegepersonal wirkte oft genervt oder sogar überfordert des öfteren habe ich mitbekommen dass es jemandem schlecht ging und keine adäquate hilfe bekam sodass mitpatienten sich lieber selber drum kümmerten   die beiden erfahrenen ärzte die auch die einzel und gruppentherapien durchgeführt haben wurden durch eine junge assistenzärztin sowie durch eine jungen therapeutin ersetzt die beide zwar sehr nett waren aber leider auch noch unerfahren  während der grippewelle waren nacheinander fast alle mal krank aber wir haben kein desinfektionsmittel bekommen mit der begründung es würde die brandgefahr erhöhen und es könnte jemand missbräuchlich anwenden und trinken so dass wir wir uns gegenseitig immer wieder angesteckt haben eigentlich dachte ich dass die bereitstellung von handdesinfektiontmitteln inzwischen in jeder klinik pflicht wäre  das essen war in ordnung die umgebung ruhig  ich habe nach 85 wochen abgebrochen weil ich es mir nicht mehr antun wollte weitere 23 wochen zu bleiben,0
