Name,Department,Date,Title,Review,Rating
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,19.08.2018,Aufenthalt nichts für schwache Gemüter,"['Ich war bis vor wenigen Wochen Patient der Station Birke A und muss sagen, was das Pflegepersonal dieser Station betrifft, kann es nicht schlimmer kommen. An der Tagesordnung waren überforderte, genervte und absolut unfreundliche Pflegerinnen und Pfleger, bis auf ein bzw. zwei Ausnahmen. ', 'Die Station ist absolut nichts für empfindliche und sensible Gemüter, was bei der Symptomatik der hier zu behandelnden Patienten natürlich schwierig auszuschließen ist. ', 'Gut ist, wenn man mit einer ordentlichen Stabilität zur Therapie auf der Station erscheint, da diese Phase der Stabilisierung vom Pflegepersonal übersprungen bzw. schon erwartet wird und man sonst keine Chance hat, von den Therapieangeboten zu profitieren.', 'Die Therapeutinnen machen ihre Arbeit gut, könnten aber außerhalb der Therapien etwas zugängiger und weniger reserviert auftreten. ', 'Hervorzuheben sind auf jeden Fall die Körper- und Bewegungstherapien sowie die Ergotherapie, welche von hochmotivierten und engagierten Therapeutinnen durchgeführt werden.', 'Die Tristesse der Zimmer ist kaum zu übertreffen, wird aber von dem Ausblick ins Grüne und den Sitz- und Liegemöglichkeiten auf der schönen Terrasse und der gleich dahinter beginnenden Parkanlage wieder aufgewertet.', 'Die Sauberkeit der Zimmer wurde im Laufe meines Aufenthaltes  immer besser, da die Reinigungsfirma wechselte und die Reinigungskraft erst nach und nach die ""Dreckecken"" beseitigen konnte. ', 'Mein Fazit ist, dass das Konzept der Klinik gut ist und man sicherlich sein Therapieziel erreichen kann, wenn man sich von den  stationären Unwägbarkeiten nicht beeindrucken lässt.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden (Mobiliar hat seine Zeit überschritten)', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,16.07.2018,Beste Klinik!!,"['Ich war das zweite mal in Tiefenbrunn und bin erneut sehr zufrieden. Die Pflegekräfte sowie die Ärzte und Therapeuten im Schwidderhaus sind sehr engagiert und sind IMMER für einen da. In anderen Kliniken habe ich die Erfahrungen gemacht dass das Personal einen schnell wieder los werden möchte,was in Tiefenbrunn auf keinen Fall so war. Dort nehmen sich die Mitarbeiter Zeit und bei Bedarf hat man eine Bezugspflegekraft wo außerhalb der Therapeuten Gespräche stattfinden können. Außerdem hat es mir gefallen, dass die Klinik verschiedene Therapien anbietet z.B. Basketball, Volleyball, Fittnes, Yoga, verschiedene Ergotherapien, verschiedene Gruppentherapien, Physiotherapie, Angsttraining und noch vieles mehr. Außerdem gibt es eine gute Busverbindung zum nächsten Ort oder nach Göttingen und man kann sich auch Fahrräder ausleihen. Ich komme aus  Oldenburg und es lohnt sich den weiten Weg zu fahren und bei Bedarf würde ich wieder dort hingehen!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,15.06.2018,Wer sich darauf einlässt wird es zu schätzen wissen,"['Ich war 12 Wochen im Schwidder-Haus und bin sehr zufrieden mit dem Ergebnis. Sowohl die Therapeuten als auch das Pflegepersonal haben einen guten Job gemacht. Krankheitsbedingte Ausfälle gab es natürlich aber das sucht sich ja keiner aus.', 'Essen ist nicht wirklich erwähnenswert aber man geht auch nicht nach Tiefenbrunn um neue kulinarische Erfahrungen zu gewinnen.', 'Ich kann diese Einrichtung auf jeden Fall empfehlen und alle denen es so gar nicht geholfen hat sollten sich mal fragen, ob es nicht vielleicht auch ein bisschen an den Erwartungen lag mit denen sie nach Tiefenbrunn gegangen sind.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,09.06.2018,"Fragwürdige Zustände, häufige Ausfälle, oft schlechtes Essen...","['Ich war zu Beginn des Jahres 2018 für ca. 10 Wochen in Tiefenbrunn (Villa). Geplagt von einer akuten, schweren Depression, (Existenz-) Ängsten und völlig am Boden, setzte ich sehr große Hoffnung in meine (für mich erste stationäre) Behandlung. ', '', 'Vorweg zum Positiven: Die Therapeuten der Zusatztherapien erlebte ich allesamt als sehr freundlich und bemüht. Auch das Pflegepersonal hat sich größtenteils sehr bemüht. Das eher weitläufige Gelände und die komplette  Anlage sind parkähnlich angelegt und die verschiedenen Stationen befinden sich dort in unterschiedlichen Gebäuden. Insbesondere die Villa im Jugendstil hat zumindest baulich einen gewissen Charme, wenn auch vieles mehr oder weniger der Zeit überlassen wurde und nach und nach verfällt.', '', 'Nun zum Negativen:', '', 'In meinem Fall wechselte nach gut 3 Wochen die Psychologin, zu welcher ich schon etwas Vertrauen gefasst hatte. Insgesamt vielen sehr viele Anwendungen und Gesprächatermine über den gesamten Zeitraum für mich und die Mitpatienten aus, egal ob Zusatztherapien, aber noch schlimmer Einzeltherapie (i. d. R. 2 x 30Minuten die Woche). Egal ob krankheitsbedingt (Grippewelle) oder urlaubsbedingt, ein Ersatz oder Backup wurde nie gestellt (Kostenersparnis?). Sogar frei zugängliche Angebote wie die Sauna, Gerätetraining etc. fielen immer wieder ohne Vorankündigung aus. Sogar wenn es darum ging, dass während sportlicher Aktivitäten eine Aufsichtsperson zugegen sein musste, fand sich nie ein Ersatz. Über Wochen hatte dies u. a. zur Folge, dass der Therapieplan sich auf ein absolutes Minimum beschränkte. Ein strukturierter Tagesablauf war also oft Fehlanzeige und Gespräche fanden nicht statt. Man fühlte sich einsam und sich selbst überlassen. Äußerte man auf Nachfrage des Personals, dass man die häufigen, langanhaltenden Therapieausfälle als problematisch erachtete, wurde einem vorgehalten, dass die Gruppendynamik auf benachbarten Stationen viel positiver sei und man sich doch selbst beschäftigen könne.....']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden (Massenabfertigung, Ganzer Ansatz der Behandlung ist wenig individuell zugeschnitten)', '', 'Mediz. Behandlung:', 'unzufrieden (Wochenlangen Ausfälle, wechselnde Therapeuten und Psychologen, machen es schwer möglich Vertrauen aufzubauen und an den ""Dingen"" effektiv zu arbeiten. Essen oft fragwürdig, Häufige Magen-Darm Beschwerden unter den Patienten auf der Station)', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Ausstattung und Gebäude meist veraltet (anders scheint dies nur auf der Privita-Station zu sein))', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,22.05.2018,Sehr gute Behandlung in der Privita-Komfortstation,"['Mit meinem 10wöchigen Aufenthalt in der Privatstation Privita bin ich sehr zufrieden. Meine körperlichen und psychischen Beschwerden konnten deutlich reduziert werden. Die Begleitung des Chefarztes und der Oberärztin in der Klärung meiner beruflichen Perspektive war außerordentlich hilfreich. Ich habe ein starke Patientenorientierung erlebt und die verständlichen Gespräche liefen auf Augenhöhe. Dies galt auch für die weiteren Therapeuten.', '', 'Ebenso professionell haben mich die Mitarbeiterinnen und Mitarbeiter der Pflege begleitet.', '', 'Die Privitastation ist räumlich hervorragend und modern ausgestattet. Sie ist ca 2-3 Jahre jung. Die gesamte Klinik ist in einer Vielzahl von einzelnen Häusern untergebracht und befinden sich in einer großen Parklandschaft. Diese naturverbundene Unterbringung ist ""Gold wert"" und bietet wunderbare Einblicke in die Natur. ', '', 'Die Verpflegung ist vielseitig und gut, wenn man die Privita-Speisekarte berücksichtigt.', '', 'Die Anbindung an Rosdorf (3km bis zu mehreren Supermärkten) und 7 km bis Göttingen mit dem Fahrrad/E-Bike garantieren eine gute Versorgungslage und vielfältige Freizeitangebote.', '', 'Ich kann die Privatstation uneingeschränkt empfehlen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,25.04.2018,"Reine Zeitverschwendung, suchen sie sich eine andere Klinik","['Wenn Sie Ihre Zeit verschwenden wollen sind Sie hier genau richtig.', '', 'Therapiekonzept was komplett veraltet ist. Man wird nach 12 Wochen entlassen egal wie weit man Fortgeschritten ist, selbst Patienten die noch stark Suizid gefährdet sind. Patienten sollen ambulant Stabil werden bevor sie hierher kommen. ', '', 'Ohne Witz, ein reiner Saftladen.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden (Zimmer hat Duschvorhang ohne Dusche)', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,18.04.2018,Birkenhaus A nicht empfehlenswert,"['Ich war für 8,5 Wochen im Birkenhaus A und kann leider nur abraten, dahin zu gehen. Die Station war schmutzig, es kam sogar 2x jemand, um alles zu kontrollieren und dokumentieren. Erst danach wurde es besser. ', '', 'Die Medikamente waren häufig falsch gestellt, man musste sie täglich selber kontrollieren. Bei Beschwerden diesbezüglich, bekam man zu hören, das wäre eine Vertretung gewesen, man hätte die Schrift nicht richtig lesen können oder das liege am neuen Computerprogramm. Ausserdem hätten wir die Medikamente selber zu kontrollieren.', '', 'Das Pflegepersonal wirkte oft genervt oder sogar überfordert, des öfteren habe ich mitbekommen, dass es jemandem schlecht ging und keine adäquate Hilfe bekam, sodass Mitpatienten sich lieber selber drum kümmerten. ', '', 'Die beiden erfahrenen Ärzte, die auch die Einzel- und Gruppentherapien durchgeführt haben, wurden durch eine junge Assistenzärztin, sowie durch eine jungen Therapeutin ersetzt, die beide zwar sehr nett waren, aber leider auch noch unerfahren.', '', 'Während der Grippewelle waren nacheinander fast alle mal krank, aber wir haben kein Desinfektionsmittel bekommen, mit der Begründung, es würde die Brandgefahr erhöhen und es könnte jemand missbräuchlich anwenden und trinken, so dass wir wir uns gegenseitig immer wieder angesteckt haben. Eigentlich dachte ich, dass die Bereitstellung von Handdesinfektiontmitteln inzwischen in jeder Klinik Pflicht wäre', '', 'Das Essen war in Ordnung, die Umgebung ruhig.', '', 'Ich habe nach 8,5 Wochen abgebrochen, weil ich es mir nicht mehr antun wollte, weitere 2-3 Wochen zu bleiben.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden (Bei mir wurde kein einziges Mal der Blutdruck gemessen, das Eingangs EKG wurde erstnach über 7 Wochen gemacht)', '', 'Ausstattung und Gestaltung:', 'unzufrieden (Dreckig)', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,20.03.2018,"Tolle Klinik, tolles Pflegeteam, tolle Therapeuten (Schwidderhaus)","['Ich kann den vielen negativen Berichten nicht zustimmen. Ich war 12 Wochen im Schwidderhaus (Psychosomatik) der Asklepios Fachklinik Tiefenbrunn und war in eigentlich fast allen Bereichen positiv begeistert. ', 'Das Pflegeteam im Schwidderhaus ist super freundlich, immer hilfsbereit, eigentlich nie unfreundlich oder genervt. Auch mein Therapeut war super. Sehr kompetent und engagiert. ', 'Da ich Sonderkost bekommen habe, kann ich zum allgemeinen Essen nicht viel sagen. Mein Essen war zwar nicht herausragend, aber es gibt auch defintiv schlimmeres. (Aber was zu meckern findet man ja eigentlich immer...) :-)', 'Auch die unterschiedlichen Therapien (z.B. Körpertherapien, Ergotherapie, etc) waren alle sehr hilf- und lernreich. Auch die Therapeuten waren super!', '', 'Als Abschluss kann ich also sagen, dass ich meinen Aufenthalt im Schwidderhaus sehr gut fand und die Klinik bzw. das Haus definitiv weiterempfehlen würde! Falls nochmal ein Aufenthalt ansteht, werde ich auf jeden Fall wieder nach Tiefenbrunn gehen!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,18.03.2018,Schlechte Behandlung,"['Auch ich muss leider sagen, dass der Aufenthalt in Tiefenbrunn mir nichts (positives) gebracht hat. Die Dinge, die ich während der Zeit dort erlebt habe, haben mich so mitgenommen, dass ich depressiver hinaus- als hineingegangen bin. Auf meiner Station haben mir etliche Mitpatienten ihre traumatischen Erlebnisse erzählt, obwohl das ausdrücklich verboten war. Die Therapeuten dort waren jedoch so unsensibel und unempathisch, dass ich das niemandem vorwerfen kann. Diese Erzählungen nehmen mich bis jetzt mit. Auch haben Patienten mit selbstverletzendem Verhalten neu (!!!) angefangen, während sie dort stationiert waren - ich möchte hier nicht ins Detail gehen. Von den Ärzten und Therapeuten wurde dies schlichtweg ignoriert (denn auch wenn ein Patient das nicht erzählt hat, war es kaum zu übersehen...). Man wurde nicht nur mit seiner Krankheit komplett alleine gelassen - ich habe es sogar erlebt, dass Patienten die Schuld für ihre Erlebnisse bekommen haben, die psychische & physische Gewalt erlebt hatten!!!! Das schockierende war, dass wenn man einzelne Therapeuten oder Ärzte darauf angesprochen hat, nichts als Desinteresse kam! Der Leiter der Station hat solche Meldungen einfach ignoriert - da es sich um ein Krankenhaus für psychische Erkrankungen handelt ist es leider auch leicht, solche Meldungen als Spinnerei der Patienten abzutun. ', 'Von den zwei Einzeltherapeutinnen, die ich hatte, war die erste super arrogant (ich sagte ihr, dass mir Ergotherapie bisher sehr geholfen hatte, woraufhin sie meinte, das könne gar nicht sein, Gespräche seien viel wichtiger, ob ich sie denn ""verarschen"" wolle (das ist ein Zitat!), nach dem Wechsel kam ich an eine Therapeutin, die total planlos war - auf Nachfrage konnte sie mir nicht sagen, was bei mir eigentlich behandelt wird. Es gab keine strukturierte Behandlung und keinerlei Transparenz, mein persönliches Ziel (das ich mehrmals erwähnte) wurde komplett ignoriert.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,11.03.2018,Schädliche Erfahrungen in Tiefenbrunn,"['Ich war in der psychosom. Klinik in Tiefenbrunn in Rosdorf und kann nur klar jedem abraten, sich in dieser Einrichtung ""behandeln"" zu lassen.', 'Mich hat es schwer traumatisiert und mir endgültig ""den Rest"" gegeben.', 'Ich kam damals mit Orientierungslosigkeit und der Angst, nie einen passenden Job für mich zu finden, in die Klinik. ', '', 'Ich habe danach viele Jahre verloren, weil ich sehr lange brauchte, überhaupt wieder das winzigste bisschen Mut für mein Leben zu erlangen. ', '(Ich muss dazu sagen, dass ich ein Abitur mit besser als 1,0 abgelegt hatte und ein naturwissenschaftliches Studium mit Auszeichnung, mein IQ bei über 130 lag und ich - würde ich mal so objektiv rückblickend sagen - doch Berechtigung gehabt hätte, auf mehr als ""Hartz IV"" wenigstens hoffen zu dürfen.)', 'Stattdessen landete ich also in diesem bodenlosen Unsinn, den sie dort mit allen Patienten, unabhängig von ihrer Problematik, abhalten.', 'Die Behandlungen erinnern an Raubtier-Vorführungen, man wird vor der ganzen Gruppe und von der Gruppe attackiert, beleidigt (unter der Gürtellinie: Über das Aussehen einzelner Patienten wird z.B. hergezogen etc.). ', 'Ich weiß bis heute noch immer nicht, was der SINN solcher Erfahrungen für den Betroffenen sein soll, zumal wenn es nicht die geringste Hilfe bei der Bewältigung dieser IN DER KLINIK gemachten Erfahrungen gibt. Man geht dann nur noch belasteter nach Hause als man eh schon war.', '', 'Eine therapeutische Behandlung hat meiner Erfahrung nach nicht stattgefunden. Wöchentlich durfte man aufschreiben, wie es einem geht, aber das diente nur dazu, viele Diagnosen anzudichten: Besprochen wurde davon NIE etwas.', '', 'Inzwischen hätte ich die Möglichkeit, eine Stelle als Beamtin zu bekommen - aber die angeblichen Diagnosen aus Tiefenbrnn, die später nie wieder bestätigt worden sind, machen es unmöglich.', '', 'Die Therapeuten waren ausnahmslos UNMOTIVIERT.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden (Gut nur für die, die eine Rente bewilligt bekommen wollen, denn Diagnosen bekommt man da ohne Ende, behandelt wird aber nicht)', '', 'Qualität der Beratung:', 'unzufrieden (man gibt sich keine Mühe und kehrt alles über einen Kamm - extrem unmotivierte Mitarbeiter)', '', 'Mediz. Behandlung:', 'unzufrieden (unfähige Einzeltherapeutin, ohnehin fast keine Einzeltherapie)', '', 'Verwaltung und Abläufe:', 'unzufrieden (Es wurden anscheinend sogar Daten rausgegeben, zu denen ich die erbetene Einwilligung bewusst NICHT erteilt hatte)', '', 'Ausstattung und Gestaltung:', 'unzufrieden (Die Zimmer sind feucht und klamm)', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,28.01.2018,Eine gute Zeit für mich im Schwidderhaus,"['Ich war insgesamt 13 Wochen in Tiefenbrunn, Schwidderhaus. Aufgrund einiger belastender Ereignisse, bin ich Oktober 2017 ins Schwidderhaus gekommen.Die ersten 2 Wochen findet nicht viel statt, hauptsächlich Anamnese, es hat seinen Sinn, man soll ankommen und sich mit sich selber beschäftigen. Viele denken, dass allein die Einzeltherapie hilfreich ist, das stimmt nicht. Jede Therapieform greift ineinander und die einzelnen Therapieformen tauschen sich untereinander gut aus, die Therapeuten wissen mehr Bescheid als man annimmt. Ich hatte folgende Therapien: Einzel- und Gruppentherapie, Bezugspflege, töpfern, Grenzen und Kontakte, Körpererleben, Physiotherapie, PMR, Massage, Kneipguss, Stresstoleranz, Biofeedback, Paargespräch, Moorpackung. Für jeden einzelnen wird geprüft, welche Therapieformen in Betracht kommen kann. Man ist auf meine Bedürfnisse und Wünsche eingegangen, wichtig ist, Sie auszusprechen und dahinter zu stehen. Wenn ich medizinische Hilfe gebraucht habe, bekam ich schnelle Hilfe, es wurden Termine in den Kliniken in Göttingen vereinbart. Ich fühlte mich gut aufgehoben, man betrachtete nicht nur mein psychisches Leiden sondern auch mein physisches, ich wurde ganzheitlich behandelt, was mir sehr half. Mit der Hilfe der Bezugspflege konnte ich nach einem Jahr wieder alleine Bus fahren, was mich sehr gefreut hat. Das Mittagessen war okay, leider konnte man nicht bei jedem auf ihre Wünsche/Bedürfnisse eingehen. Die Küchenfrauen waren sehr bemüht aber Sie bekommen das Essen geliefert und kochen selber nicht mehr, daher haben Sie leider nicht viel Einfluss drauf. Die Physiotherapeutin ist Goldwert! Sie war immer bemüht und hat sich wirklich Gedanken gemacht. Es ist eine einzige Reinigungskraft, die alles wunderbar sauber hält, ist Sie mal nicht da, merkt man es sofort, leider. Die Pflege ist trotz dem ganzen Stress, sehr freundlich und hilfsbereit. Sie haben mich gut aufgefangen, wenn es mir nicht gut ging. Das hat mir sehr geholfen. Die Therapeuten erlebte ich als sehr bemüht und professionell, anfangs war es für mich schwierig aber dann konnte ich mich gut öffnen. Alles in einem war es für mich sehr gut, sollte ich jemals wieder Hilfe brauchen, gehe ich gerne wieder nach Tiefenbrunn.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,03.12.2017,Aufenthalt im Sonnenhaus,"['Ich war Anfang 2017 für 7 Wochen im Sonnenhaus.', 'Der Aufenthalt hat mir nicht viel gebracht. Man wird mit Therapien zugeballert (bis zu 6 am Tag), die einem nichts bringen, so ein Blödsinn wie Gymnastik z.B.', 'Nur das therapeutische Boxen war gut, da konnte man seinen Frust raus lassen. Man muss Küchendienst machen, weil das angeblich Glücksgefühle bringen soll, ich wäre froh gewesen, ein paar Wochen keinen Haushalt machen zu müssen.', 'Das Personal ist engagiert und die Therapeuten gehen freitags auch nicht um 13 Uhr nach Hause,', 'gebracht hat mir der Aufenthalt trotzdem nichts, nur die Erkenntnis, dass ich mir einen Sandsack zulegen sollte. Kann sein, dass andere von der Klinik profitieren, ich jedenfalls nicht.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,22.10.2017,Ein Weg in ein neues Leben,"['Schönes Gelände und sehr gute Therapien. Ich habe stark von der Therapie profitiert und sogar mehr erreicht, als geplant war. Das Team war sehr hilfreich und kompetent.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,18.10.2017,"Hilfreiche Behandlung, positive Atmosphäre - aber auf Rendite getrimmt","['Ich war von Juli bis Oktober für zwölf Wochen im Birkenhaus B (Depression/Ängste). Die Wartezeit auf den Behandlungsplatz betrug nur einige Wochen. Am ersten Tag ging es ziemlich hektisch zu, die folgenden zwei Wochen dienten der Eingewöhnung, sodass der Behandlungsplan generell anfangs recht leer ist. Das ändert sich mit der Zweitsicht. Auf Wünsche nach bestimmten Therapien wird eingegangen, wenn freie Kapazitäten bestehen. Alles, was ich bekommen wollte, habe ich problemlos erhalten. Ich benötigte einige Zeit, um das Zusammenleben in der Gruppe der Mitpatienten als Arbeitsfeld für mich zu erkennen. Erst nach etwa der Hälfte der Behandlungsdauer ging es für mich richtig voran, immer wieder mal mit Tiefphasen zwischendurch, die für mich aber auch lehrreich waren. Die hilfreichsten Therapien waren für mich neben den Einzelgesprächen (2x30min pro Woche, bei Akutbedarf ggf. auch ein weiteres) die interaktionelle Kleingruppe, Grenzen und Kontakt sowie Selbstbehauptung Mann (was die übrigen Angebote nicht schlecht machen soll). Ich erhielt daneben noch zwei ""Bonbons"", spezielle Aufgaben, die mir im Zusammenhang mit Perfektionismus und der beruflichen Zukunft weiterhelfen sollten und dies auch taten.', 'Das Mittagessen (von Apetito) empfand im Durchschnitt als akzeptabel, mehr habe ich nicht erwartet. Das Frühstück war die längste Zeit gut, wurde zuletzt aber in der Auswahl eingeschränkt.', 'Gestört haben mich vor allem zwei Punkte: Die Personaldecke ist dünn. Bei Krankheit fällt die betreffende Therapie oft für den ganzen Krankheitszeitraum aus, Einzelgespräche wurden auf 30 Minuten pro Woche begrenzt. Daneben fanden während meines Aufenthalts über mehrere Wochen lärmintensive Bauarbeiten auf der Station statt, über die im Vorfeld keine Information stattfand, die es Patienten ermöglicht hätte, sich für eine spätere Behandlung zu entscheiden. Sehr toll gefiel mir die Umgebung mitsamt der Tiere auf dem Gelände, während die Einrichtung zum Teil stark abgenutzt ist.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden (Ich würde mich trotz einzelner Mängel wieder für Tiefenbrunn entscheiden)', '', 'Qualität der Beratung:', 'zufrieden (bei ambulantem Vorgespräch konnten offene Fragen geklärt werden)', '', 'Mediz. Behandlung:', 'sehr zufrieden (Informationsaustausch zwischen Therapeuten funktioniert sehr gut)', '', 'Verwaltung und Abläufe:', 'weniger zufrieden (Kommunikation ggü. Patienten oft unzureichend, z.B. zu Bauarbeiten)', '', 'Ausstattung und Gestaltung:', 'zufrieden (es ist alles da, manches reichlich alt, insgesamt aber angenehme Umgebung)', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychiatrie,29.09.2017,"Therapie sehr gut, alles Andere stark verbesserungsbedürftig","['Ich war 12 Wochen im ""Birkenhaus B"" und bin vor einer knappen Woche entlassen worden. Zunächst muss ich sagen, dass es an der Therapie nichts auszusetzen gibt. Sicherlich ist die Fachklinik nichts für Personen, die in einer akuten Krise stecken. Die Therapie hier kostet viel Kraft und davon sollte man zumindest etwas mitbringen. Leider ist für mich das ""Drumherum"", d.h. Ausstattung, Essen und sanitäre Einrichtung schlecht bis sehr schlecht. Teilweise hat man den Eindruck, dass seit Anfang der 80 er Jahre in nichts mehr investiert worden ist, außer natürlich in die ""Privita"" Komfortstation. In meiner Station waren Dusche und WC jedenfalls auf dem Flur und mein Zimmer war mit Teppich ausgestattet. Das ist sicherlich für ein Krankenhaus nicht der Standard. Das Essen ist meistens schlecht und die Portionen sind klein. Abgesehen von diesen negativen Dingen bleibt für mich unter dem Strich aber dennoch ein dickes Plus. Ich konnte viel mit nach Hause nehmen und hoffe nun, dass ich auch viel umsetzen kann.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Asklepios Fachklinikum Tiefenbrunn,Psychosomatik,27.09.2017,"Ohne Erwartung angereist, sehr erfüllt abgereist","['Ich empfand die Klinik als sehr hilfreich.', 'Nach anfänglicher Eingewöhnung von 2 Wochen, in denen nicht viel passiert ist, waren Einzeltherapie und Gesprächsrunden (3x wöchentlich) überaus hilfreich. Ich konnte viel über mich nachdenken, reflektieren und verstehen. Der Kontakt zu den Mitpatienten tat sein übriges, Sport und Ergotherapie waren eine Bereicherung. Die Klinik ist schön im Grünen gelegen, brauchte man Internet, konnte man fußläufig und schnell einen öffentlichen Hotspot erreichen. Auch das Essen schmeckte in 8 von 10 Fällen, was ich als sehr gut einschätze. Ich würde wieder kommen, wünsche es mir jedoch nicht. Tiefenbrunn als auch Göttingen behalte ich in liebevoller Erinnerung, denn hier lernte ich neu, was es heißt zu leben. Danke!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
